
> app_derry@1.0.0 dev
> node scripts/dev-server.js

[dev] Cleared legacy Turbopack cache to keep dev startup lighter.
[dev] Cleared stale Next dev server artifacts to avoid manifest corruption.
[dev] PostgreSQL belum terjangkau di 127.0.0.1:54329/aleta. Jika backend gagal konek, ALETA akan jatuh ke fallback in-memory khusus development.
 GET /api/whatsapp/qr 200 in 2.4s (next.js: 2.3s, application-code: 121ms)
 GET /api/whatsapp/qr 200 in 35ms (next.js: 2ms, application-code: 32ms)
 GET /manajemen-surat 200 in 147ms (next.js: 34ms, application-code: 113ms)
 GET /api/auth/get-session 200 in 20ms (next.js: 12ms, application-code: 8ms)
 GET /manajemen-surat 200 in 181ms (next.js: 3ms, application-code: 178ms)
 GET /api/auth/get-session 200 in 12ms (next.js: 2ms, application-code: 10ms)
 GET /api/disposisi 200 in 152ms (next.js: 10ms, application-code: 142ms)
 GET /api/users 200 in 195ms (next.js: 14ms, application-code: 181ms)
 GET /api/ai/settings 200 in 139ms (next.js: 16ms, application-code: 122ms)
 GET /api/settings/whatsapp 200 in 115ms (next.js: 10ms, application-code: 105ms)
 GET /api/settings/institution 200 in 101ms (next.js: 10ms, application-code: 91ms)
 GET /api/surat 200 in 196ms (next.js: 16ms, application-code: 180ms)
 GET /api/settings/module-visibility 200 in 27ms (next.js: 4ms, application-code: 23ms)
 GET /api/whatsapp/qr 200 in 19ms (next.js: 3ms, application-code: 17ms)
 GET /api/whatsapp/qr 200 in 22ms (next.js: 3ms, application-code: 19ms)
 GET /login 200 in 79ms (next.js: 13ms, application-code: 66ms)
 GET /api/auth/get-session 200 in 23ms (next.js: 12ms, application-code: 11ms)
 GET /api/users/lookup?identifier=adminit 200 in 39ms (next.js: 12ms, application-code: 27ms)
 POST /api/auth/sign-in/email 200 in 59ms (next.js: 3ms, application-code: 56ms)
 GET /portal 200 in 159ms (next.js: 31ms, application-code: 127ms)
 GET /api/auth/get-session 200 in 39ms (next.js: 3ms, application-code: 37ms)
 GET /portal 200 in 85ms (next.js: 3ms, application-code: 82ms)
 GET /portal 200 in 74ms (next.js: 3ms, application-code: 71ms)
 GET /api/disposisi 200 in 72ms (next.js: 3ms, application-code: 69ms)
 GET /api/users 200 in 92ms (next.js: 3ms, application-code: 89ms)
 GET /api/surat 200 in 109ms (next.js: 3ms, application-code: 106ms)
 GET /api/ai/settings 200 in 55ms (next.js: 2ms, application-code: 53ms)
 GET /api/settings/whatsapp 200 in 51ms (next.js: 1938µs, application-code: 49ms)
 GET /api/settings/institution 200 in 75ms (next.js: 1753µs, application-code: 73ms)
 GET /api/settings/module-visibility 200 in 89ms (next.js: 1995µs, application-code: 87ms)
 GET /portal 200 in 83ms (next.js: 3ms, application-code: 80ms)
 GET /admin/audit-trail 200 in 1903ms (next.js: 1614ms, application-code: 290ms)
 GET /api/auth/get-session 200 in 43ms (next.js: 20ms, application-code: 23ms)
 GET /api/settings/whatsapp 200 in 114ms (next.js: 11ms, application-code: 103ms)
 GET /api/disposisi 200 in 159ms (next.js: 5ms, application-code: 154ms)
 GET /api/ai/settings 200 in 154ms (next.js: 19ms, application-code: 134ms)
 GET /api/settings/institution 200 in 105ms (next.js: 10ms, application-code: 95ms)
 GET /login 200 in 312ms (next.js: 10ms, application-code: 302ms)
 GET /api/users 200 in 217ms (next.js: 14ms, application-code: 203ms)
 GET /api/surat 200 in 204ms (next.js: 7ms, application-code: 197ms)
 GET /api/settings/module-visibility 200 in 30ms (next.js: 5ms, application-code: 25ms)
 GET /api/auth/get-session 200 in 12ms (next.js: 3ms, application-code: 10ms)
 GET /login 200 in 41ms (next.js: 2ms, application-code: 39ms)
 GET /api/auth/get-session 200 in 18ms (next.js: 10ms, application-code: 7ms)
 GET /api/users/lookup?identifier=adminit 200 in 27ms (next.js: 14ms, application-code: 13ms)
 POST /api/auth/sign-in/email 200 in 42ms (next.js: 1881µs, application-code: 40ms)
 GET /portal 200 in 152ms (next.js: 17ms, application-code: 135ms)
 GET /api/auth/get-session 200 in 39ms (next.js: 3ms, application-code: 36ms)
 GET /portal 200 in 91ms (next.js: 4ms, application-code: 87ms)
 GET /portal 200 in 63ms (next.js: 4ms, application-code: 60ms)
 GET /api/disposisi 200 in 70ms (next.js: 1918µs, application-code: 68ms)
 GET /api/users 200 in 85ms (next.js: 2ms, application-code: 83ms)
 GET /api/surat 200 in 119ms (next.js: 1842µs, application-code: 117ms)
 GET /api/ai/settings 200 in 70ms (next.js: 3ms, application-code: 67ms)
 GET /api/settings/whatsapp 200 in 64ms (next.js: 3ms, application-code: 62ms)
 GET /api/settings/institution 200 in 81ms (next.js: 2ms, application-code: 79ms)
 GET /api/settings/module-visibility 200 in 90ms (next.js: 2ms, application-code: 88ms)
 GET /portal 200 in 78ms (next.js: 3ms, application-code: 75ms)
 GET /admin/audit-trail 200 in 75ms (next.js: 4ms, application-code: 71ms)
 GET /api/auth/get-session 200 in 40ms (next.js: 10ms, application-code: 30ms)
 GET /api/disposisi 200 in 80ms (next.js: 1642µs, application-code: 78ms)
 GET /api/ai/settings 200 in 77ms (next.js: 1445µs, application-code: 76ms)
 GET /api/settings/whatsapp 200 in 73ms (next.js: 1992µs, application-code: 71ms)
 GET /api/users 200 in 109ms (next.js: 1621µs, application-code: 107ms)
 GET /api/settings/institution 200 in 72ms (next.js: 1749µs, application-code: 70ms)
 GET /api/surat 200 in 115ms (next.js: 1552µs, application-code: 114ms)
 GET /api/settings/module-visibility 200 in 18ms (next.js: 1646µs, application-code: 16ms)
 GET /login 200 in 47ms (next.js: 2ms, application-code: 45ms)
 GET /api/auth/get-session 200 in 17ms (next.js: 10ms, application-code: 7ms)
 GET /api/users/lookup?identifier=superadmin 200 in 14ms (next.js: 1808µs, application-code: 12ms)
 POST /api/auth/sign-in/email 200 in 34ms (next.js: 1609µs, application-code: 32ms)
 GET /portal 200 in 136ms (next.js: 3ms, application-code: 133ms)
 GET /api/auth/get-session 200 in 43ms (next.js: 3ms, application-code: 40ms)
 GET /portal 200 in 100ms (next.js: 4ms, application-code: 97ms)
 GET /portal 200 in 77ms (next.js: 4ms, application-code: 73ms)
 GET /api/disposisi 200 in 69ms (next.js: 1789µs, application-code: 68ms)
 GET /api/users 200 in 88ms (next.js: 2ms, application-code: 86ms)
 GET /api/surat 200 in 95ms (next.js: 1706µs, application-code: 93ms)
 GET /api/ai/settings 200 in 59ms (next.js: 1914µs, application-code: 58ms)
 GET /api/settings/whatsapp 200 in 57ms (next.js: 1891µs, application-code: 56ms)
 GET /api/settings/institution 200 in 74ms (next.js: 2ms, application-code: 72ms)
 GET /api/settings/module-visibility 200 in 91ms (next.js: 1984µs, application-code: 89ms)
 GET /portal 200 in 71ms (next.js: 3ms, application-code: 68ms)
 GET /api/audit?limit=20 200 in 1473ms (next.js: 1429ms, application-code: 43ms)
 GET /api/users/lookup?identifier=superadmin 200 in 32ms (next.js: 13ms, application-code: 20ms)
 GET /api/users/lookup?identifier=rahmawati%40pa.go.id 200 in 15ms (next.js: 2ms, application-code: 12ms)
 GET /api/users/lookup?identifier=628123450001 200 in 13ms (next.js: 1751µs, application-code: 11ms)
 GET /api/users/lookup?identifier=198001012005012001 200 in 13ms (next.js: 1498µs, application-code: 11ms)
 GET /api/users/lookup?identifier=Rahmawati 200 in 11ms (next.js: 1478µs, application-code: 9ms)
 GET /portal 307 in 157ms (next.js: 30ms, application-code: 127ms)
 GET /api/users 401 in 14ms (next.js: 9ms, application-code: 5ms)
 GET /api/audit 401 in 5ms (next.js: 1597µs, application-code: 3ms)
 GET /api/settings/whatsapp 401 in 14ms (next.js: 10ms, application-code: 4ms)
 GET /login 200 in 73ms (next.js: 9ms, application-code: 64ms)
 GET /login 200 in 54ms (next.js: 3ms, application-code: 52ms)
 GET /api/auth/get-session 200 in 29ms (next.js: 19ms, application-code: 10ms)
 GET /api/users/lookup?identifier=adminit 200 in 23ms (next.js: 3ms, application-code: 21ms)
 POST /api/auth/sign-in/email 200 in 46ms (next.js: 1914µs, application-code: 44ms)
 GET /portal 200 in 155ms (next.js: 4ms, application-code: 151ms)
 GET /api/auth/get-session 200 in 38ms (next.js: 4ms, application-code: 34ms)
 GET /portal 200 in 94ms (next.js: 4ms, application-code: 90ms)
 GET /portal 200 in 87ms (next.js: 4ms, application-code: 83ms)
 GET /api/disposisi 200 in 119ms (next.js: 5ms, application-code: 114ms)
 GET /api/users 200 in 142ms (next.js: 2ms, application-code: 140ms)
 GET /api/surat 200 in 180ms (next.js: 6ms, application-code: 173ms)
 GET /api/ai/settings 200 in 109ms (next.js: 22ms, application-code: 87ms)
 GET /api/settings/whatsapp 200 in 130ms (next.js: 3ms, application-code: 128ms)
 GET /api/settings/institution 200 in 126ms (next.js: 12ms, application-code: 114ms)
 GET /api/auth/get-session 200 in 9ms (next.js: 2ms, application-code: 7ms)
 GET /api/settings/module-visibility 200 in 132ms (next.js: 6ms, application-code: 127ms)
 GET /portal 200 in 106ms (next.js: 5ms, application-code: 101ms)
 GET /portal 200 in 163ms (next.js: 13ms, application-code: 150ms)
 GET /login 200 in 134ms (next.js: 8ms, application-code: 126ms)
 GET /admin/mapping-user-jabatan 200 in 3.0s (next.js: 2.4s, application-code: 584ms)
 GET /api/auth/get-session 200 in 148ms (next.js: 24ms, application-code: 124ms)
 GET /api/settings/whatsapp 200 in 108ms (next.js: 10ms, application-code: 98ms)
 GET /api/disposisi 200 in 160ms (next.js: 13ms, application-code: 147ms)
 GET /api/ai/settings 200 in 145ms (next.js: 22ms, application-code: 123ms)
 GET /api/users 200 in 229ms (next.js: 13ms, application-code: 216ms)
 GET /api/settings/institution 200 in 104ms (next.js: 9ms, application-code: 94ms)
 GET /login 200 in 337ms (next.js: 3ms, application-code: 334ms)
 GET /api/surat 200 in 224ms (next.js: 18ms, application-code: 206ms)
 GET /api/settings/module-visibility 200 in 40ms (next.js: 3ms, application-code: 37ms)
 GET /api/auth/get-session 200 in 10ms (next.js: 2ms, application-code: 8ms)
 HEAD /login 200 in 52ms (next.js: 3ms, application-code: 50ms)
 HEAD /portal 307 in 72ms (next.js: 4ms, application-code: 67ms)
 GET /login 200 in 52ms (next.js: 3ms, application-code: 49ms)
 GET /api/auth/get-session 200 in 38ms (next.js: 29ms, application-code: 8ms)
 GET /login 200 in 64ms (next.js: 2ms, application-code: 62ms)
 GET /api/auth/get-session 200 in 17ms (next.js: 10ms, application-code: 8ms)
 GET /login 200 in 69ms (next.js: 2ms, application-code: 67ms)
 GET /api/auth/get-session 200 in 17ms (next.js: 9ms, application-code: 8ms)
 GET /api/users/lookup?identifier=superadmin 200 in 32ms (next.js: 13ms, application-code: 20ms)
 POST /api/auth/sign-in/email 200 in 53ms (next.js: 2ms, application-code: 51ms)
 GET /portal 200 in 148ms (next.js: 4ms, application-code: 144ms)
 GET /api/auth/get-session 200 in 58ms (next.js: 1880µs, application-code: 57ms)
 GET /portal 200 in 142ms (next.js: 3ms, application-code: 139ms)
 GET /portal 200 in 78ms (next.js: 4ms, application-code: 74ms)
 GET /api/users 200 in 94ms (next.js: 3ms, application-code: 91ms)
 GET /api/disposisi 200 in 78ms (next.js: 3ms, application-code: 75ms)
 GET /api/surat 200 in 123ms (next.js: 2ms, application-code: 121ms)
 GET /api/ai/settings 200 in 61ms (next.js: 2ms, application-code: 59ms)
 GET /api/settings/whatsapp 200 in 62ms (next.js: 2ms, application-code: 60ms)
 GET /api/settings/institution 200 in 58ms (next.js: 2ms, application-code: 56ms)
 GET /api/settings/module-visibility 200 in 87ms (next.js: 2ms, application-code: 85ms)
 GET /portal 200 in 79ms (next.js: 3ms, application-code: 76ms)
 GET /api/auth/get-session 200 in 15ms (next.js: 9ms, application-code: 6ms)
 GET /api/auth/get-session 200 in 9ms (next.js: 1765µs, application-code: 7ms)
 GET /api/users/lookup?identifier=superadmin 200 in 14ms (next.js: 1931µs, application-code: 12ms)
 POST /api/auth/sign-in/email 200 in 41ms (next.js: 8ms, application-code: 33ms)
 GET /portal 200 in 107ms (next.js: 5ms, application-code: 103ms)
 GET /api/auth/get-session 200 in 35ms (next.js: 4ms, application-code: 31ms)
 GET /portal 200 in 69ms (next.js: 3ms, application-code: 66ms)
 GET /portal 200 in 53ms (next.js: 3ms, application-code: 50ms)
 GET /api/disposisi 200 in 54ms (next.js: 1647µs, application-code: 53ms)
 GET /api/users 200 in 68ms (next.js: 1802µs, application-code: 66ms)
 GET /api/surat 200 in 96ms (next.js: 1511µs, application-code: 94ms)
 GET /api/ai/settings 200 in 60ms (next.js: 1745µs, application-code: 58ms)
 GET /api/settings/whatsapp 200 in 63ms (next.js: 2ms, application-code: 60ms)
 GET /api/settings/institution 200 in 76ms (next.js: 3ms, application-code: 74ms)
 GET /api/settings/module-visibility 200 in 77ms (next.js: 2ms, application-code: 74ms)
 GET /portal 200 in 63ms (next.js: 3ms, application-code: 60ms)
 GET /disposisi/dsp-ba3c7cea-ca71-494b-8e5e-a36bbdf429eb 200 in 5.4s (next.js: 5.0s, application-code: 342ms)
 GET /disposisi/dsp-ba3c7cea-ca71-494b-8e5e-a36bbdf429eb 200 in 40ms (next.js: 12ms, application-code: 28ms)
 GET /disposisi/dsp-ba3c7cea-ca71-494b-8e5e-a36bbdf429eb 200 in 26ms (next.js: 4ms, application-code: 22ms)
 GET /disposisi/dsp-ba3c7cea-ca71-494b-8e5e-a36bbdf429eb 200 in 23ms (next.js: 3ms, application-code: 20ms)
 POST /api/whatsapp/retry 200 in 1438ms (next.js: 1359ms, application-code: 79ms)
 GET /api/disposisi 200 in 142ms (next.js: 10ms, application-code: 132ms)
 GET /api/ai/settings 200 in 128ms (next.js: 16ms, application-code: 111ms)
 GET /api/settings/whatsapp 200 in 106ms (next.js: 9ms, application-code: 97ms)
 GET /api/users 200 in 185ms (next.js: 12ms, application-code: 173ms)
 GET /api/settings/institution 200 in 92ms (next.js: 10ms, application-code: 82ms)
 GET /api/surat 200 in 187ms (next.js: 14ms, application-code: 173ms)
 GET /api/settings/module-visibility 200 in 26ms (next.js: 9ms, application-code: 17ms)
 GET /portal 200 in 94ms (next.js: 57ms, application-code: 37ms)
 GET /admin 200 in 1686ms (next.js: 1453ms, application-code: 233ms)
 GET /admin/pengaturan-ai 200 in 3.3s (next.js: 3.0s, application-code: 293ms)
 GET /admin/pengaturan-ai 200 in 24ms (next.js: 3ms, application-code: 21ms)
 PUT /api/ai/settings 200 in 130ms (next.js: 29ms, application-code: 101ms)
 PUT /api/ai/settings 200 in 43ms (next.js: 2ms, application-code: 41ms)
 GET /api/auth/get-session 200 in 65ms (next.js: 35ms, application-code: 30ms)
 GET /api/auth/get-session 200 in 20ms (next.js: 3ms, application-code: 17ms)
 GET /admin/pengaturan-ai 200 in 393ms (next.js: 74ms, application-code: 319ms)
 GET /admin/pengaturan-ai 200 in 60ms (next.js: 3ms, application-code: 57ms)
 POST /api/ai/providers/test-connection 200 in 3.2s (next.js: 2.4s, application-code: 778ms)
 GET /api/auth/get-session 200 in 72ms (next.js: 20ms, application-code: 52ms)
 GET /api/auth/get-session 200 in 15ms (next.js: 2ms, application-code: 13ms)
 PUT /api/ai/settings 200 in 1771ms (next.js: 1681ms, application-code: 90ms)
 GET /api/auth/get-session 200 in 39ms (next.js: 24ms, application-code: 15ms)
 GET /api/auth/get-session 200 in 12ms (next.js: 1822µs, application-code: 10ms)
 POST /api/ai/providers/test-connection 200 in 1295ms (next.js: 1015ms, application-code: 279ms)
 GET /api/auth/get-session 200 in 28ms (next.js: 12ms, application-code: 16ms)
 GET /api/auth/get-session 200 in 14ms (next.js: 1541µs, application-code: 13ms)
 GET /admin/status-whatsapp 200 in 3.2s (next.js: 3.1s, application-code: 159ms)
 GET /admin/status-whatsapp 200 in 71ms (next.js: 3ms, application-code: 68ms)
○ Compiling /api/whatsapp/init ...
 POST /api/whatsapp/init 200 in 2.7s (next.js: 2.5s, application-code: 158ms)
 GET /api/whatsapp/qr 200 in 4.2s (next.js: 4.0s, application-code: 160ms)
 GET /api/whatsapp/qr 200 in 394ms (next.js: 2ms, application-code: 391ms)
 GET /api/whatsapp/qr 200 in 299ms (next.js: 3ms, application-code: 296ms)
 GET /admin/status-whatsapp 200 in 853ms (next.js: 55ms, application-code: 798ms)
 GET /api/whatsapp/qr 200 in 268ms (next.js: 19ms, application-code: 249ms)
 GET /api/whatsapp/qr 200 in 23ms (next.js: 3ms, application-code: 20ms)
 GET /admin/status-whatsapp 200 in 265ms (next.js: 3ms, application-code: 262ms)
 GET /api/auth/get-session 200 in 44ms (next.js: 23ms, application-code: 21ms)
 GET /api/settings/institution 200 in 5.6s (next.js: 5.4s, application-code: 126ms)
 GET /api/settings/whatsapp 200 in 5.6s (next.js: 5.4s, application-code: 128ms)
 GET /api/disposisi 200 in 5.6s (next.js: 5.4s, application-code: 139ms)
 GET /api/ai/settings 200 in 5.6s (next.js: 5.4s, application-code: 141ms)
 GET /api/users 200 in 5.6s (next.js: 5.5s, application-code: 169ms)
 GET /api/surat 200 in 5.6s (next.js: 5.4s, application-code: 186ms)
 GET /api/settings/module-visibility 200 in 2.9s (next.js: 2.8s, application-code: 115ms)
 GET /admin/status-whatsapp 200 in 2.9s (next.js: 2.8s, application-code: 148ms)
 GET /api/whatsapp/qr 200 in 217ms (next.js: 195ms, application-code: 22ms)
 GET /api/whatsapp/qr 200 in 17ms (next.js: 1960µs, application-code: 15ms)
 GET /api/auth/get-session 200 in 42ms (next.js: 19ms, application-code: 23ms)
 GET /api/auth/get-session 200 in 13ms (next.js: 2ms, application-code: 10ms)
 GET /api/whatsapp/qr 200 in 22ms (next.js: 1758µs, application-code: 20ms)
 GET /api/whatsapp/qr 200 in 19ms (next.js: 1679µs, application-code: 17ms)
 GET /api/whatsapp/qr 200 in 36ms (next.js: 1992µs, application-code: 34ms)
 PUT /api/settings/whatsapp 200 in 78ms (next.js: 8ms, application-code: 70ms)
 POST /api/whatsapp/init 200 in 30ms (next.js: 10ms, application-code: 19ms)
 GET /api/whatsapp/qr 200 in 22ms (next.js: 2ms, application-code: 20ms)
 GET /api/whatsapp/qr 200 in 16ms (next.js: 1661µs, application-code: 14ms)
 GET /api/whatsapp/qr 200 in 17ms (next.js: 2ms, application-code: 15ms)
 GET /api/whatsapp/qr 200 in 15ms (next.js: 1904µs, application-code: 13ms)
 POST /api/whatsapp/init 200 in 17ms (next.js: 2ms, application-code: 15ms)
 GET /api/whatsapp/qr 200 in 19ms (next.js: 1885µs, application-code: 17ms)
 POST /api/whatsapp/init 200 in 15ms (next.js: 2ms, application-code: 13ms)
 GET /api/whatsapp/qr 200 in 18ms (next.js: 1876µs, application-code: 16ms)
 GET /api/whatsapp/qr 200 in 16ms (next.js: 1725µs, application-code: 15ms)
 GET /api/whatsapp/qr 200 in 15ms (next.js: 2ms, application-code: 12ms)
 GET /api/whatsapp/qr 200 in 13ms (next.js: 2ms, application-code: 11ms)
 GET /api/whatsapp/qr 200 in 42ms (next.js: 3ms, application-code: 39ms)
 GET /api/whatsapp/qr 200 in 20ms (next.js: 2ms, application-code: 18ms)
 POST /api/whatsapp/init 200 in 24ms (next.js: 2ms, application-code: 22ms)
 GET /api/whatsapp/qr 200 in 22ms (next.js: 1797µs, application-code: 20ms)
 GET /api/whatsapp/qr 200 in 15ms (next.js: 1592µs, application-code: 13ms)
 POST /api/whatsapp/init 200 in 19ms (next.js: 1725µs, application-code: 17ms)
 GET /api/whatsapp/qr 200 in 17ms (next.js: 1930µs, application-code: 15ms)
 GET /api/whatsapp/qr 200 in 16ms (next.js: 1759µs, application-code: 14ms)
 GET /api/whatsapp/qr 200 in 15ms (next.js: 2ms, application-code: 13ms)
 GET /api/whatsapp/qr 200 in 13ms (next.js: 1566µs, application-code: 11ms)
 GET /api/whatsapp/qr 200 in 18ms (next.js: 1757µs, application-code: 16ms)
 GET /api/whatsapp/qr 200 in 12ms (next.js: 1538µs, application-code: 10ms)
